Year,Brand,Model,Mileage,Price
2023,HONDA,ADV160,22283,"114,978"
2023,SUZUKI,Avenis,13268,"38,444"
2023,SUZUKI,Avenis,1029,"27,639"
2023,HONDA,BEAT (ACH110CBFR),9855,"41,983"
2023,HONDA,BEAT FI,12363,"44,231"
2023,HONDA,BEAT FI,5738,"21,718"
2022,HONDA,BEAT FI,12259,"40,335"
2023,SUZUKI,BURGMAN STREET,14874,"25,629"
2024,SUZUKI,BURGMAN STREET,798,"32,477"
2023,SUZUKI,BURGMAN STREET 125 EX,13134,"65,565"
2024,HONDA,CLICK 125i,7115,"58,596"
2023,HONDA,CLICK 125i,17191,"65,074"
2024,HONDA,CLICK 125i,8846,"65,074"
2024,HONDA,Click160,4410,"96,566"
2022,YAMAHA,MIO GEAR,24464,"35,935"
2023,YAMAHA,MIO GEAR,13213,"38,444"
2023,YAMAHA,MIO GEAR S,20128,"39,020"
2023,YAMAHA,MIO GEAR S,17254,"49,287"
2022,YAMAHA,MIO I 125,23695,"32,922"
2024,YAMAHA,MIO I 125,3630,"55,417"
2023,YAMAHA,MIO I 125,6583,"39,366"
2024,YAMAHA,MIO I 125,9906,"44,615"
2022,YAMAHA,MIO I 125S,6546,"37,899"
2023,YAMAHA,MIO I 125S,7531,"66,629"
2023,YAMAHA,MIO SPORTY,9375,"26,251"
2023,BENELLI,MOTOBI EVO 200,12037,"71,077"
2024,YAMAHA,Mio Aerox,10915,"97,811"
2022,YAMAHA,Mio Gravis,36016,"40,363"
2022,YAMAHA,Mio Gravis,2751,"46,215"
2023,HONDA,RS 125 Fi,21136,"44,511"
2024,SUZUKI,SMASH 115 DRUM/SPOKES,8988,"40,542"
2023,YAMAHA,SNIPER155R,32310,"74,850"
2024,HONDA,TMX 125A,2416,"40,720"
2024,HONDA,TMX 125A,5435,"42,050"
2024,HONDA,TMX 125A,8916,"45,245"
2023,YAMAHA,YTX 125,8485,"31,318"
2023,FEKON,3GP 300,6131,"99,189"
2023,CFMOTO,400NK,5672,"140,686"
2024,CFMOTO,450SR,3643,"169,338"
2024,HONDA,ADV160,525,"130,781"
2023,HONDA,ADV160,10931,"129,226"
2023,SUZUKI,Avenis,19948,"33,354"
2023,SUZUKI,Avenis,29079,"33,354"
2023,SUZUKI,Avenis,8083,"37,436"
2023,SUZUKI,Avenis,,"33,354"
2022,SUZUKI,Avenis,11997,"37,436"
2023,SUZUKI,Avenis,10099,"56,467"
2023,SUZUKI,Avenis,21993,"50,293"
2023,SUZUKI,Avenis,7794,"33,354"
2023,SUZUKI,Avenis,1906,"62,741"
2023,SUZUKI,Avenis,6304,"46,020"
2023,SUZUKI,Avenis,26755,"37,436"
2023,SUZUKI,Avenis,12882,"45,458"
2024,SUZUKI,Avenis,3308,"46,020"
2023,SUZUKI,Avenis,13776,"40,110"
2023,SUZUKI,Avenis,15756,"33,473"
2023,SUZUKI,Avenis,2521,"37,436"
2023,SUZUKI,Avenis,15287,"33,354"
2023,SUZUKI,Avenis,36045,"55,881"
2022,KAWASAKI,BARAKO 175 ELECTRIC,5048,"44,511"
2021,KAWASAKI,BARAKO 175 ELECTRIC,11915,"36,686"
2020,KAWASAKI,BARAKO 175 KICK,,"28,980"
2023,HONDA,BEAT FI,5533,"56,131"
2023,HONDA,BEAT FI,7812,"50,518"
2022,HONDA,BEAT FI,27957,"44,383"
2022,HONDA,BEAT FI,21000,"35,757"
2023,HONDA,BEAT FI,28184,"34,124"
2022,HONDA,BEAT FI,20000,"35,757"
2022,HONDA,BEAT FI,27789,"28,419"
2023,HONDA,BEAT FI,22094,"29,858"
2023,HONDA,BEAT FI,9657,"31,991"
2022,HONDA,BEAT FI,25394,"29,447"
2022,HONDA,BEAT FI,17128,"29,858"
2020,HONDA,BEAT Fi ESP (Standard),33796,"30,497"
2023,SUZUKI,BURGMAN STREET,5591,"27,611"
2023,SUZUKI,BURGMAN STREET,18639,"32,096"
2023,SUZUKI,BURGMAN STREET,5615,"32,096"
2023,SUZUKI,BURGMAN STREET,6256,"32,096"
2022,SUZUKI,BURGMAN STREET,14963,"31,525"
2022,SUZUKI,BURGMAN STREET,7273,"32,096"
2023,SUZUKI,BURGMAN STREET,7758,"28,608"
2023,SUZUKI,BURGMAN STREET,8753,"32,096"
2022,SUZUKI,BURGMAN STREET,,"28,100"
2022,SUZUKI,BURGMAN STREET,28642,"33,149"
2022,SUZUKI,BURGMAN STREET,21731,"37,205"
2022,SUZUKI,BURGMAN STREET,18029,"38,130"
2022,SUZUKI,BURGMAN STREET,34860,"36,397"
2022,SUZUKI,BURGMAN STREET,17000,"37,058"
2022,SUZUKI,BURGMAN STREET,19070,"39,529"
2023,SUZUKI,BURGMAN STREET,44442,"39,529"
2022,SUZUKI,BURGMAN STREET,14675,"41,597"
2022,SUZUKI,BURGMAN STREET,34221,"35,075"
2023,SUZUKI,BURGMAN STREET,10066,"42,341"
2023,SUZUKI,BURGMAN STREET,13317,"58,566"
2023,SUZUKI,BURGMAN STREET,56263,"57,954"
2023,SUZUKI,BURGMAN STREET,19640,"57,954"
2023,SUZUKI,BURGMAN STREET,25245,"65,074"
2023,SUZUKI,BURGMAN STREET 125 EX,19514,"64,866"
2024,SUZUKI,BURGMAN STREET 125 EX,7690,"58,380"
2023,SUZUKI,BURGMAN STREET 125 EX,20716,"65,565"
2023,SUZUKI,BURGMAN STREET 125 EX,19056,"46,993"
2023,SUZUKI,BURGMAN STREET 125 EX,13342,"65,565"
2023,SUZUKI,BURGMAN STREET 125 EX,36447,"44,229"
2023,SUZUKI,BURGMAN STREET 125 EX,40116,"46,993"
2023,SUZUKI,BURGMAN STREET 125 EX,13691,"65,565"
2023,HONDA,CBR 150 R,15444,"84,697"
2023,HONDA,CBR150RK,,"56,928"
2024,HONDA,CLICK 125 (STANDARD),6256,"64,296"
2024,HONDA, CLICK 125 (STANDARD),4385,"57,866"
2022,HONDA,CLICK 125i,35951,"56,226"
2022,HONDA,CLICK 125i,7105,"56,226"
2023,HONDA,CLICK 125i,17302,"64,307"
2024,HONDA,CLICK 125i,6000,"57,954"
2023,HONDA,CLICK 125i,62903,"56,918"
2023,HONDA,CLICK 125i,15654,"63,907"
2023,HONDA,CLICK 125i,63265,"56,918"
2023,HONDA,CLICK 125i,28350,"56,918"
2023,HONDA,CLICK 125i,37190,"57,540"
2023,HONDA,CLICK 125i,18000,"56,918"
2022,HONDA,CLICK 125i,14001,"56,817"
2022,HONDA,CLICK 125i,38863,"49,360"
2023,HONDA,CLICK 125i,6553,"33,971"
2022,HONDA,CLICK 125i,69381,"33,560"
2022,HONDA,CLICK 125i,17000,"27,964"
2022,HONDA,CLICK 125i,12854,"28,712"
2023,HONDA,CLICK 125i,,"41,250"
2023,HONDA,CLICK 125i,30964,"57,516"
2023,HONDA,CLICK 125i,10952,"40,853"
2023,HONDA,CLICK 125i,34786,"51,226"
2018,HONDA,CLICK 150i,48054,"22,932"
2021,HONDA,CLICK 150i (ISS/CBS) ,35000,"41,374"
2019,HONDA,CLICK 150i (ISS/CBS) ,36054,"44,329"
2021,HONDA,CLICK 150i (ISS/CBS),37000,"47,284"
2021,KAWASAKI,CT 125,6067,"17,939"
2022,KAWASAKI,CT125 w/ MCP,21929,"35,549"
2023,HONDA,Click160,13000,"86,985"
2022,TVS,DAZZ 110 PRIME,6801,"15,212"
2023,TVS,DAZZ 110 PRIME,10145,"16,080"
2023,TVS,DAZZ 110 PRIME,10762,"20,292"
2022,TVS,DAZZ 110 STD,5829,"15,091"
2022,HONDA,DIO,42191,"23,523"
2024,HONDA,DIO,5044,"33,795"
2022,HONDA,DIO,9709,"30,129"
2022,HONDA,DIO,,"25,581"
2022,HONDA,DIO,12269,"23,523"
2023,HONDA,DIO,51166,"39,717"
2022,HONDA,DIO,13705,"23,523"
2023,HONDA,DIO,10342,"39,717"
2024,HONDA,DIO,3973,"44,569"
2023,HONDA,DIO,3553,"21,158"
2022,HONDA,DIO,16365,"20,262"
2022,HONDA,DIO,16461,"18,089"
2023,PEUGEOT,DJANGGO 150 - Two Tone,10291,"83,306"
2023,KYMCO,DOWNTOWN 350i TCS,13785,"107,217"
2019,KTM,DUKE 200,18863,"49,689"
2023,KTM,DUKE 200,,"75,759"
2023,KAWASAKI,Dominar400 UG,,"94,756"
2024,FEKON,FYRO 175,5000,"40,319"
2023,SUZUKI,GIXXER 150,15759,"57,537"
2023,SUZUKI,GIXXER 150,10281,"71,513"
2023,SUZUKI,GIXXER 150,8937,"51,759"
2023,SUZUKI,GIXXER 150,11000,"45,210"
2022,SUZUKI,GIXXER 150,26804,"42,346"
2024,SUZUKI,GIXXER 150,6691,"58,660"
2023,SUZUKI,GIXXER 150,18831,"79,459"
2022,SUZUKI,GIXXER 150,29000,"47,992"
2022,SUZUKI,GSX - S150,,"63,735"
2023,SUZUKI,GSX - S150,11257,"62,652"
2022,SUZUKI,GSX - S150,10932,"73,830"
2021,HONDA,Genio,24854,"48,589"
2021,SUZUKI,Gixxer Fi,40000,"59,313"
2024,SKYGO,KPV 150,4489,"77,742"
2023,SKYGO,KPV 150,4481,"37,888"
2024,SKYGO,KPV 150,847,"77,742"
2024,KYMCO,KRV 180i TCS,3000,"78,799"
2023,KYMCO,KRV 180i TCS,2086,"107,539"
2023,KYMCO,KRV 180i TCS,15000,"84,427"
2023,KYMCO,KRV MOTO 180,3588,"76,866"
2020,KYMCO,Like 150I,18900,"50,273"
2023,BAJAJ,MAXIMA CARGO,30189,"106,971"
2022,YAMAHA,MIO AEROX S,8945,"113,752"
2021,YAMAHA,MIO AEROX S,96617,"83,574"
2023,YAMAHA,MIO FAZZIO,3863,"74,016"
2023,YAMAHA,MIO GEAR,25898,"50,293"
2023,YAMAHA,MIO GEAR,12948,"56,467"
2023,YAMAHA,MIO GEAR,14469,"63,141"
2023,YAMAHA,MIO GEAR,5518,"62,741"
2023,YAMAHA,MIO GEAR,6968,"33,354"
2022,YAMAHA,MIO GEAR,14083,"32,532"
2022,YAMAHA,MIO GEAR,21994,"37,179"
2023,YAMAHA,MIO GEAR,22580,"33,354"
2023,YAMAHA,MIO GEAR,25385,"38,119"
2023,YAMAHA,MIO GEAR,,"42,784"
2024,YAMAHA,MIO GEAR,,"50,293"
2022,YAMAHA,MIO GEAR,,"37,179"
2022,YAMAHA,MIO GEAR,31071,"39,503"
2022,YAMAHA,MIO GEAR S,13442,"35,957"
2022,YAMAHA,MIO GEAR S,61548,"38,354"
2023,YAMAHA,MIO GEAR S,,"55,269"
2023,YAMAHA,MIO GEAR S,25975,"37,940"
2023,YAMAHA,MIO GEAR S,11111,"53,403"
2023,YAMAHA,MIO GEAR S,16099,"59,966"
2022,YAMAHA,MIO GEAR S,24192,"35,957"
2022,YAMAHA,MIO GEAR S,17136,"42,000"
2022,YAMAHA,MIO GEAR S (BJN3) ,,"52,159"
2022,YAMAHA,MIO GEAR S (BJN3),16033,"52,159"
2023,YAMAHA,MIO I 125,7364,"54,844"
2024,YAMAHA,MIO I 125,16335,"61,974"
2022,YAMAHA,MIO I 125,32644,"38,753"
2022,YAMAHA,MIO I 125,,"38,753"
2023,YAMAHA,MIO I 125,,"37,414"
2022,YAMAHA,MIO I 125,,"36,474"
2023,YAMAHA,MIO I 125,27907,"37,414"
2023,YAMAHA,MIO I 125,2512,"56,497"
2024,YAMAHA,MIO I 125,30263,"49,360"
2023,YAMAHA,MIO I 125,17647,"39,752"
2023,YAMAHA,MIO I 125,16881,"37,414"
2021,YAMAHA,MIO I 125,19212,"34,829"
2022,YAMAHA,MIO I 125,19209,"36,474"
2022,YAMAHA,MIO I 125,,"36,474"
2023,YAMAHA,MIO I 125,,"39,752"
2023,YAMAHA,MIO I 125,21480,"39,752"
2022,YAMAHA,MIO I 125,,"34,194"
2023,YAMAHA,MIO I 125,9901,"35,075"
2023,YAMAHA,MIO I 125,,"37,414"
2024,YAMAHA,MIO I 125,8427,"37,414"
2023,YAMAHA,MIO I 125,15464,"39,752"
2023,YAMAHA,MIO I 125,30180,"49,360"
2022,YAMAHA,MIO I 125,,"25,221"
2023,YAMAHA,MIO I 125,9046,"27,083"
2022,YAMAHA,MIO I 125,21621,"36,474"
2023,YAMAHA,MIO I 125,23718,"32,737"
2023,YAMAHA,MIO I 125,52920,"32,737"
2022,YAMAHA,MIO I 125,26376,"31,914"
2019,YAMAHA,MIO I 125 (BB36),,"22,468"
2021,YAMAHA,MIO I 125 (BB36),21741,"23,532"
2020,YAMAHA,MIO I 125 (BB36),,"22,580"
2021,YAMAHA,MIO I 125 (BB36),32641,"45,938"
2021,YAMAHA,MIO I 125 (BB36),26928,"34,829"
2021,YAMAHA,MIO I 125 (BB36),21784,"25,052"
2022,YAMAHA,MIO I 125S,16437,"26,406"
2021,YAMAHA,MIO I 125S,19463,"26,406"
2023,YAMAHA,MIO I 125S,27495,"28,882"
2022,YAMAHA,MIO I 125S,25856,"50,915"
2022,YAMAHA,MIO I 125S,30165,"33,765"
2022,YAMAHA,MIO I 125S,31763,"27,930"
2021,YAMAHA,MIO I 125S,38400,"32,737"
2021,YAMAHA,MIO I 125S,30066,"35,075"
2022,YAMAHA,MIO I 125S,17489,"32,737"
2021,YAMAHA,MIO I 125S (B6B3),43374,"34,194"
2021,YAMAHA, MIO I 125S (B6B3),58212,"34,194"
2022,YAMAHA,MIO SOUL I 125S,15832,"32,668"
2021,YAMAHA,MIO SOUL I 125S,24980,"36,027"
2022,YAMAHA,MIO SOUL I 125S,7224,"33,430"
2022,YAMAHA,MIO SOUL I 125S,13142,"40,234"
2023,YAMAHA,MIO SPORTY,,"37,755"
2022,YAMAHA,MIO SPORTY,8433,"32,212"
2021,YAMAHA,MIO SPORTY,27808,"31,550"
2022,YAMAHA,MIO SPORTY,,"50,351"
2022,YAMAHA,MIO SPORTY,29093,"49,314"
2022,YAMAHA,MIO SPORTY,8436,"24,882"
2023,YAMAHA,MIO SPORTY,19459,"25,729"
2023,YAMAHA,MIO SPORTY,,"33,974"
2023,YAMAHA,MIO SPORTY,,"22,153"
2023,YAMAHA,MIO SPORTY,3045,"22,153"
2022,YAMAHA,MIO SPORTY,20981,"24,882"
2023,YAMAHA,MIO SPORTY,8137,"25,729"
2023,YAMAHA,MIO SPORTY,,"25,729"
2022,BENELLI,MOTOBI EVO 200,20958,"36,988"
2023,BENELLI,MOTOBI EVO 200,15000,"52,108"
2023,BENELLI,MOTOBI EVO 200,11000,"43,036"
2023,BENELLI,MOTOBI EVO 200,9537,"41,269"
2023,BENELLI,MOTOBI EVO 200,11442,"46,530"
2022,BENELLI,MOTOBI EVO 200,1651,"59,552"
2023,BENELLI,MOTOBI EVO 200,5818,"87,400"
2024,FEKON,MTX 150,527,"66,132"
2023,YAMAHA,Mio Aerox,16674,"87,680"
2024,YAMAHA,Mio Aerox,6288,"97,045"
2022,YAMAHA,Mio Aerox,14000,"75,487"
2024,YAMAHA,Mio Aerox,9353,"98,978"
2022,YAMAHA,Mio Gravis,20000,"45,745"
2021,YAMAHA,Mio Gravis,31000,"42,114"
2021,YAMAHA,Mio Gravis,14517,"29,793"
2022,YAMAHA,Mio Gravis,19036,"45,745"
2022,YAMAHA,Mio Gravis,31948,"43,054"
2022,YAMAHA,Mio Gravis,22956,"31,148"
2021,YAMAHA,Mio Gravis,36000,"36,850"
2021,YAMAHA,Mio Gravis,12207,"33,430"
2019,YAMAHA,Mio Sporty (40C8/40C9,41103,"30,669"
2021,YAMAHA,Mio Sporty (40C8/40C10,13670,"43,139"
2021,YAMAHA,Mio Sporty (40C8/40C11,19103,"32,714"
2020,YAMAHA,Mio Sporty (40C8/40C12,44911,"30,669"
2021,YAMAHA,Mio Sporty (40C8/40C13,31652,"34,758"
2021,TVS,NEO NX 110,20655,"15,094"
2023,YAMAHA,NMAX ABS,7087,"119,517"
2023,YAMAHA,NMAX ABS,22742,"117,640"
2022,YAMAHA,NMAX ABS,58083,"104,680"
2024,YAMAHA,NMAX ABS (w/ Y-Connect),4669,"108,605"
2023,BENELLI,PANAREA,31194,"42,611"
2023,BENELLI,PANAREA,17000,"59,998"
2023,BENELLI,PANAREA,4238,"36,897"
2023,BENELLI,PANAREA,10866,"54,223"
2020,HONDA,PCX150,24948,"63,735"
2021,HONDA,PCX150,52684,"84,196"
2023,HONDA,PCX160 (ABS),20953,"77,157"
2023,HONDA,PCX160 (ABS),12242,"105,805"
2022,HONDA,PCX160 (ABS) ,52570,"103,006"
2022,HONDA,PCX160 (ABS) ,28674,"119,584"
2023,HONDA, PCX160 (CBS),10000,"63,500"
2023,HONDA, PCX160 (CBS),16000,"84,196"
2023,HONDA, PCX160 (CBS),40668,"84,196"
2023,HONDA, PCX160 (CBS),25069,"94,608"
2021,HONDA, PCX160 (CBS),42250,"74,865"
2023,HONDA, PCX160 (CBS),7848,"105,120"
2022,HONDA, PCX160 (CBS),56580,"80,464"
2023,SUZUKI,RAIDER J CROSSOVER,1991,"32,714"
2023,FEKON,REV-X 125,3135,"27,752"
2021,BENELLI,RFS 150i,24313,"22,448"
2022,KAWASAKI,ROUSER NS125,29158,"19,570"
2022,KAWASAKI,ROUSER NS125 Fi,4343,"20,537"
2022,KAWASAKI,ROUSER NS125 Fi,24002,"16,425"
2021,KAWASAKI,ROUSER NS125 Fi,33809,"18,989"
2022,KAWASAKI,ROUSER NS125 Fi,39623,"47,991"
2023,KAWASAKI,ROUSER NS125 Fi,4029,"27,480"
2023,KAWASAKI,ROUSER NS125 Fi,3455,"58,287"
2023,KAWASAKI,ROUSER NS125 Fi,8947,"58,287"
2022,KAWASAKI,ROUSER NS125 Fi,36518,"21,224"
2023,KAWASAKI,ROUSER NS200 ABS,3645,"50,156"
2023,KAWASAKI,ROUSER NS200 ABS,4980,"43,091"
2023,KAWASAKI,ROUSER NS200 ABS,4501,"43,091"
2022,KAWASAKI,ROUSER NS200 ABS,23911,"67,583"
2022,KAWASAKI,ROUSER NS200 ABS,9208,"59,135"
2023,HONDA,RS 125 Fi,16231,"31,914"
2021,SUZUKI,Raider R 150 Carburetor,22079,"40,962"
2023,SUZUKI,Raider R 150 Carburetor,16721,"44,047"
2022,SUZUKI,Raider R 150 Carburetor,14107,"42,608"
2023,SUZUKI,Raider R 150 Carburetor,22451,"36,906"
2023,SUZUKI,Raider R 150 Carburetor,6419,"35,889"
2023,SUZUKI,Raider R 150 Carburetor,44885,"46,532"
2023,SUZUKI,Raider R 150 Carburetor,8512,"53,485"
2022,SUZUKI,Raider R 150 Carburetor,24802,"49,635"
2024,SUZUKI,Raider R 150 Carburetor,6330,"84,125"
2022,SUZUKI,Raider R 150 Carburetor,23438,"33,857"
2024,SUZUKI,Raider R 150 Carburetor,6943,"67,400"
2021,SUZUKI,Raider R 150 Carburetor,,"61,801"
2023,SUZUKI,Raider R 150 Carburetor,29655,"36,397"
2022,SUZUKI,Raider R 150 Fi,9178,"79,911"
2024,SUZUKI,Raider R 150 Fi,1443,"68,211"
2023,KAWASAKI,Rouser 200 NS Fi,12251,"52,786"
2023,KAWASAKI,Rouser NS160,19000,"70,050"
2023,KAWASAKI,Rouser NS160,18810,"29,701"
2021,YAMAHA,SIGHT (SPOKE),34719,"20,987"
2021,SUZUKI,SKYDRIVE CROSSOVER,34245,"33,654"
2022,SUZUKI,SKYDRIVE CROSSOVER,31932,"41,244"
2022,SUZUKI,SKYDRIVE CROSSOVER,17831,"30,270"
2022,SUZUKI,SMASH 115 DISC/MAGS,,"28,907"
2023,SUZUKI,SMASH 115 DISC/MAGS,6285,"34,509"
2023,SUZUKI,SMASH 115 DRUM/SPOKES,13113,"29,659"
2023,SUZUKI,SMASH 115 DRUM/SPOKES,40079,"38,473"
2024,SUZUKI,SMASH FI (MAGS/DISC),106,"40,963"
2022,YAMAHA,SNIPER155,29664,"90,346"
2022,YAMAHA,SNIPER155,52727,"86,639"
2022,YAMAHA,SNIPER155,31636,"71,711"
2023,YAMAHA,SNIPER155R,19612,"102,410"
2022,YAMAHA,SOUL I 125,14468,"30,991"
2021,YAMAHA,SOUL I 125,,"37,101"
2022,YAMAHA,SOUL I 125,,"50,604"
2022,YAMAHA,SOUL I 125,,"27,761"
2019,YAMAHA,SOUL I 125,45390,"38,354"
2023,YAMAHA,SZ (BE91),19301,"36,004"
2022,YAMAHA, SZ (BE92/BE93) ,,"17,610"
2022,YAMAHA,SZ (BE92/BE93),8327,"20,992"
2021,YAMAHA, SZ (BE92/BE93),3276,"19,724"
2021,SUZUKI,Skydrive Sport,20766,"32,714"
2021,SUZUKI,Skydrive Sport,55170,"23,696"
2022,SUZUKI,Skydrive Sport,,"30,669"
2022,KYMCO,Super Z 150i 8 series,,"26,257"
2021,HONDA,Supra GTR 150,61490,"52,237"
2023,HONDA,Supra GTR 150,14974,"54,235"
2022,HONDA,TMX 125A,34049,"29,265"
2023,HONDA,TMX 125A,,"19,971"
2023,HONDA,TMX 125A,19390,"14,465"
2023,HONDA,TMX 125A,22179,"26,087"
2023,HONDA,TMX 125A,20779,"40,329"
2023,HONDA,TMX SUPREMO (TMXS2J),20606,"40,002"
2023,TVS,TVS King,,"95,684"
2023,TVS,TVS King,,"94,887"
2022,TVS,TVS King,,"55,829"
2023,TVS,TVS King ,5896,"70,389"
2022,TVS,TVS NTORQ 125 FI (STD) ,32212,"25,052"
2023,TVS,TVS NTORQ 125 FI (STD) ,10000,"25,052"
2024,TVS,TVS NTORQ 125 FI (STD) ,6720,"51,218"
2023,TVS,TVS NTORQ 125 FI (STD) ,4573,"24,182"
2022,TVS,TVS NTORQ 125 FI (STD) ,9218,"24,182"
2022,TVS,TVS NTORQ 125 FI (STD) ,20527,"22,172"
2023,TVS,TVS NTORQ 125 FI (STD) ,9359,"41,244"
2023,TVS,TVS NTORQ 125 FI (STD) ,659,"28,095"
2023,FEKON,VICTORINO 250i,2343,"79,754"
2020,KAWASAKI,W 175,16395,"58,033"
2022,KAWASAKI,W 175,25946,"44,729"
2020,HONDA,WAVE 110R,5853,"27,834"
2024,HONDA,WAVE RSX (DRUM),15991,"44,919"
2023,TVS,XL 100 PREMIUM,1039,"24,844"
2023,TVS,XL 100 PREMIUM,870,"14,794"
2022,HONDA,XR 150L,17215,"58,691"
2022,YAMAHA,XSR 155,23361,"95,796"
2022,YAMAHA,XSR 155,25176,"123,372"
2022,YAMAHA,XSR 155,21000,"83,053"
2023,YAMAHA,XSR 155,22154,"77,862"
2021,YAMAHA,XSR 155,13901,"75,653"
2022,KYMCO,XTOWN CT 300i NOODOE,12982,"106,651"
2022,YAMAHA,XTZ 125,,"39,085"
2024,YAMAHA,XTZ 125,1051,"64,865"
2023,YAMAHA,YTX 125,12245,"35,674"
2023,YAMAHA,YTX 125,,"19,632"
2022,YAMAHA,YTX 125,,"27,267"
2023,YAMAHA,YTX 125,29407,"36,607"
2022,YAMAHA,YTX 125,5438,"18,616"
2023,YAMAHA,YTX 125,28314,"28,765"
2022,YAMAHA,YTX 125,,"27,267"
2021,YAMAHA,YTX 125,16227,"12,771"
2024,YAMAHA,YZF-R15M (ICON PERFORMANCE),,"142,968"
2023,YAMAHA,YZF-R15M (ICON PERFORMANCE),13902,"137,490"
2021,HONDA,ADV150,18142,"81,250"
2024,KAWASAKI,BARAKO III DUAL START,5013,"59,080"
2024,HONDA,BEAT (ACH110CBFR3),4557,"53,296"
2022,HONDA,BEAT FI,24657,"22,102"
2023,SUZUKI,BURGMAN STREET 125 EX,12037,"54,529"
2024,HONDA,CLICK 125 (SPECIAL EDITION),10016,"68,160"
2024,HONDA,CLICK 125 (STANDARD),11227,"64,296"
2023,HONDA,CLICK 125i,14929,"43,018"
2023,HONDA,CLICK 125i,47049,"53,514"
2023,HONDA,CLICK 125i,11707,"52,954"
2024,HONDA,CLICK 125i,11015,"58,146"
2024,HONDA,CLICK 125i,8159,"57,516"
2023,HONDA,CLICK 125i,22956,"59,244"
2023,HONDA,CLICK 125i,12684,"65,074"
2023,HONDA,CLICK 125i,18609,"65,074"
2023,HONDA,CLICK 125i,12388,"59,244"
2023,HONDA,CLICK 125i,17923,"57,516"
2023,HONDA,CLICK 125i,11491,"60,294"
2023,HONDA,CLICK 125i,9621,"58,566"
2023,HONDA,CLICK 125i,9643,"59,244"
2022,HONDA,CLICK 125i,34739,"56,226"
2021,HONDA,CLICK 125i-STD (CBS),47614,"54,568"
2023,KAWASAKI,CT 125,8921,"37,571"
2024,HONDA,Click160,8547,"88,638"
2023,HONDA,Click160,15457,"69,897"
2022,SUZUKI,GSX - S150,9271,"64,119"
2023,KYMCO,KRV MOTO 180,13650,"101,404"
2023,YAMAHA,MIO I 125,38988,"36,697"
2022,YAMAHA,Mio Gravis,8968,"50,000"
2022,YAMAHA,NMAX ABS,23813,"73,012"
2023,HONDA,PCX160 (ABS) ,5597,"87,594"
2023,HONDA,PCX160 (ABS),28880,"93,246"
2023,SUZUKI,Raider R 150 Fi,18000,"74,243"
2021,SUZUKI,SKYDRIVE CROSSOVER,31533,"35,302"
2024,SUZUKI,SMASH 115 DISC/MAGS,13941,"35,714"
2023,YAMAHA,SNIPER155,30880,"64,357"
2024,YAMAHA,SNIPER155,4478,"89,338"
2023,YAMAHA,SNIPER155,12313,"72,227"
2024,HONDA,TMX SUPREMO (TMXS2J),1862,"43,313"
2021,HONDA,XR 150L,15667,"50,529"
2022,HONDA,XRM 125 DUAL SPORT Fi,26826,"47,977"
2020,YAMAHA,XSR 155,11839,"83,769"
2023,YAMAHA,YTX 125,8537,"42,470"
2023,YAMAHA,YTX 125,14902,"41,420"
2023,YAMAHA,YTX 125,3483,"28,765"
2023,YAMAHA,YTX 125,9074,"27,312"
2022,YAMAHA,YTX 125,,"31,941"
2023,YAMAHA,YZF-R3,2597,"184,258"
2023,HONDA,AIR BLADE160,7544,"100,066"
2024,HONDA,CLICK 125i,15774,"70,284"
2023,TVS,TVS King,12294,"122,143"
2023,HONDA,XRM 125 MOTARD Fi,14121,"45,851"
2024,HONDA,BEAT (ACH110CBFR3),12126,"57,298"
2023,HONDA,BEAT FI,14724,"28,610"
2024,SUZUKI,BURGMAN STREET 125 EX,8427,"54,652"
2023,SUZUKI,BURGMAN STREET 125 EX,12213,"44,346"
2023,SUZUKI,BURGMAN STREET 125 EX,7473,"53,849"
2024,HONDA,CLICK 125 (SPECIAL EDITION) ,7813,"66,240"
2024,HONDA,CLICK 125 (SPECIAL EDITION),6509,"66,240"
2024,HONDA,CLICK 125 (STANDARD),10395,"52,689"
2024,HONDA,CLICK 125 (STANDARD),16447,"64,296"
2024,HONDA,CLICK 125i,5108,"56,918"
2023,HONDA,CLICK 125i,25762,"58,668"
2022,HONDA,CLICK 125i,16593,"46,827"
2024,HONDA,CLICK 125i,4361,"58,668"
2023,HONDA,CLICK 125i,18642,"57,263"
2023,HONDA,CLICK 125i,28180,"52,159"
2023,HONDA,CLICK 125i,23966,"58,668"
2022,HONDA,CLICK 125i,10752,"43,330"
2024,HONDA,CLICK 125i,3428,"57,516"
2023,HONDA,CLICK 125i,33309,"52,016"
2022,KAWASAKI,Dominar400 UG,17644,"113,683"
2023,YAMAHA,MIO FAZZIO,12966,"54,130"
2023,YAMAHA,MIO GEAR,6394,"46,546"
2023,YAMAHA,MIO I 125,16257,"45,703"
2024,YAMAHA,MIO I 125,7185,"55,417"
2024,YAMAHA,MIO I 125S,5126,"60,068"
2024,YAMAHA,Mio Aerox,5343,"77,416"
2023,HONDA,PCX160 (ABS),19324,"108,357"
2023,SUZUKI,SKYDRIVE CROSSOVER,7864,"39,347"
2024,HONDA,TMX 125A,16837,"41,872"
2024,HONDA,WINNER X (ABS RACING),4465,"94,360"
2023,CFMOTO,400NK,6862,"133,370"
2024,HONDA,CLICK 125 (STANDARD),3735,"65,774"
2024,HONDA,Click160,14760,"70,917"
2024,YAMAHA,MIO GEAR S,5149,"66,629"
